0.000000000000000000e+00,3.121531009674072266e-01,3.253791928291320801e-01,3.609943687915802002e-01,3.785876631736755371e-01,4.007711410522460938e-01,4.473230838775634766e-01,4.851038753986358643e-01,5.138491392135620117e-01,5.435279607772827148e-01,5.714151263236999512e-01,5.736654400825500488e-01,6.195647120475769043e-01,6.297289133071899414e-01,6.329783797264099121e-01,6.722880005836486816e-01,6.732723116874694824e-01,6.889775395393371582e-01,6.946067214012145996e-01,6.953092813491821289e-01,7.012208104133605957e-01,7.109962105751037598e-01,7.334351539611816406e-01,7.501707077026367188e-01,7.579478621482849121e-01,7.672361731529235840e-01,7.711934447288513184e-01,7.846218943595886230e-01,8.268074989318847656e-01,8.331968188285827637e-01
0.000000000000000000e+00,3.282917737960815430e-01,4.037366807460784912e-01,4.245083034038543701e-01,4.310535490512847900e-01,4.587867856025695801e-01,4.687373042106628418e-01,4.729661345481872559e-01,4.780156314373016357e-01,4.794906973838806152e-01,5.469350218772888184e-01,5.497120618820190430e-01,5.873011946678161621e-01,5.978662967681884766e-01,6.700356006622314453e-01,6.752511262893676758e-01,6.782812476158142090e-01,6.891692876815795898e-01,6.913405656814575195e-01,6.971744894981384277e-01,7.275763154029846191e-01,7.295819520950317383e-01,7.321116924285888672e-01,7.331418991088867188e-01,7.458835244178771973e-01,7.579478621482849121e-01,7.623347043991088867e-01,7.858697175979614258e-01,7.899302840232849121e-01,7.934775948524475098e-01
0.000000000000000000e+00,2.443259358406066895e-01,4.468917548656463623e-01,4.978128671646118164e-01,5.151376128196716309e-01,5.345256924629211426e-01,5.541836619377136230e-01,5.715753436088562012e-01,5.781717300415039062e-01,6.380016207695007324e-01,6.404612660408020020e-01,6.404745578765869141e-01,6.862586736679077148e-01,7.274020910263061523e-01,7.408769726753234863e-01,7.414612174034118652e-01,7.573962807655334473e-01,7.603583931922912598e-01,7.707131505012512207e-01,7.876152992248535156e-01,7.947813272476196289e-01,7.948859930038452148e-01,8.109160065650939941e-01,8.210671544075012207e-01,8.332277536392211914e-01,8.349440097808837891e-01,8.390793800354003906e-01,8.553914427757263184e-01,8.609694838523864746e-01,8.682500720024108887e-01
0.000000000000000000e+00,4.122674465179443359e-01,4.222173690795898438e-01,4.266912043094635010e-01,4.623238444328308105e-01,4.793619811534881592e-01,5.013316869735717773e-01,5.435239672660827637e-01,5.552551150321960449e-01,5.792455673217773438e-01,6.618704199790954590e-01,6.697131395339965820e-01,6.933209300041198730e-01,7.436484694480895996e-01,7.466101050376892090e-01,7.497056722640991211e-01,7.549995779991149902e-01,7.759695649147033691e-01,7.871640324592590332e-01,7.885929942131042480e-01,7.901180982589721680e-01,7.941903471946716309e-01,8.066946268081665039e-01,8.121561408042907715e-01,8.286879062652587891e-01,8.415859937667846680e-01,8.526697158813476562e-01,8.557202816009521484e-01,8.589236736297607422e-01,8.752532005310058594e-01
0.000000000000000000e+00,3.278636038303375244e-01,3.868612051010131836e-01,4.803297221660614014e-01,4.909228980541229248e-01,5.049415826797485352e-01,7.579798698425292969e-01,7.830623388290405273e-01,7.973905801773071289e-01,8.068261742591857910e-01,8.280869126319885254e-01,8.522639274597167969e-01,8.750235438346862793e-01,8.791725635528564453e-01,8.815086483955383301e-01,8.877994418144226074e-01,8.953864574432373047e-01,9.210853576660156250e-01,9.298409819602966309e-01,9.676932692527770996e-01,9.762201905250549316e-01,9.883035421371459961e-01,1.012761831283569336e+00,1.032245397567749023e+00,1.043212175369262695e+00,1.055949568748474121e+00,1.066674232482910156e+00,1.071116328239440918e+00,1.078737497329711914e+00,1.084841370582580566e+00
0.000000000000000000e+00,3.822252154350280762e-01,3.998568356037139893e-01,4.132752120494842529e-01,4.780156314373016357e-01,4.851038753986358643e-01,5.140957236289978027e-01,5.179530978202819824e-01,5.267520546913146973e-01,5.324789881706237793e-01,5.338189601898193359e-01,5.404501557350158691e-01,5.410262346267700195e-01,5.524423718452453613e-01,5.932410955429077148e-01,6.241261363029479980e-01,6.305201649665832520e-01,6.394804120063781738e-01,6.523950695991516113e-01,6.586334109306335449e-01,6.767220497131347656e-01,6.912204623222351074e-01,7.077001929283142090e-01,7.120672464370727539e-01,7.429867386817932129e-01,7.473812699317932129e-01,7.486826777458190918e-01,7.537578344345092773e-01,7.675616145133972168e-01,7.759886980056762695e-01
0.000000000000000000e+00,5.544175505638122559e-01,6.017091274261474609e-01,6.933789849281311035e-01,7.173440456390380859e-01,7.230071425437927246e-01,7.444157004356384277e-01,7.572884559631347656e-01,7.885803580284118652e-01,8.162153959274291992e-01,8.169087767601013184e-01,8.337087631225585938e-01,8.645983934402465820e-01,9.129045009613037109e-01,9.209686517715454102e-01,9.656321406364440918e-01,9.724122285842895508e-01,9.727717638015747070e-01,9.736971259117126465e-01,9.922903776168823242e-01,9.941009283065795898e-01,9.993464946746826172e-01,1.007284760475158691e+00,1.014405846595764160e+00,1.026227712631225586e+00,1.028101921081542969e+00,1.032576680183410645e+00,1.039089322090148926e+00,1.064248085021972656e+00,1.131293654441833496e+00
0.000000000000000000e+00,4.036695957183837891e-01,5.016071796417236328e-01,5.426577925682067871e-01,5.436918735504150391e-01,5.470396876335144043e-01,5.770665407180786133e-01,6.175680756568908691e-01,6.227926611900329590e-01,6.331698298454284668e-01,6.340756416320800781e-01,6.497958302497863770e-01,6.618809700012207031e-01,6.767220497131347656e-01,6.786561608314514160e-01,6.798433661460876465e-01,7.132060527801513672e-01,7.301696538925170898e-01,7.655191421508789062e-01,7.745016813278198242e-01,7.754834890365600586e-01,7.915035486221313477e-01,8.130986690521240234e-01,8.211135268211364746e-01,8.281092643737792969e-01,8.448187708854675293e-01,8.576259016990661621e-01,8.701130151748657227e-01,8.781664967536926270e-01,8.928717374801635742e-01
0.000000000000000000e+00,3.374481797218322754e-01,3.868612051010131836e-01,5.761165022850036621e-01,6.316018104553222656e-01,6.436143517494201660e-01,7.149826884269714355e-01,7.731080651283264160e-01,8.063430190086364746e-01,8.444743752479553223e-01,9.274238348007202148e-01,9.417332410812377930e-01,9.613498449325561523e-01,9.651654958724975586e-01,1.046065449714660645e+00,1.081905007362365723e+00,1.107063531875610352e+00,1.125385761260986328e+00,1.140880942344665527e+00,1.161116003990173340e+00,1.232377171516418457e+00,1.232625246047973633e+00,1.234979271888732910e+00,1.240031003952026367e+00,1.249751448631286621e+00,1.283265829086303711e+00,1.283482551574707031e+00,1.301870465278625488e+00,1.302994370460510254e+00,1.310516238212585449e+00
0.000000000000000000e+00,9.104763269424438477e-01,9.728167057037353516e-01,9.738646149635314941e-01,1.009532570838928223e+00,1.161116003990173340e+00,1.207284331321716309e+00,1.209510803222656250e+00,1.232663273811340332e+00,1.243701696395874023e+00,1.247370719909667969e+00,1.270424842834472656e+00,1.282243490219116211e+00,1.400873899459838867e+00,1.407938361167907715e+00,1.416078567504882812e+00,1.419571161270141602e+00,1.430914878845214844e+00,1.440329909324645996e+00,1.456788182258605957e+00,1.470166921615600586e+00,1.530927419662475586e+00,1.537149429321289062e+00,1.563551545143127441e+00,1.579929351806640625e+00,1.581244230270385742e+00,1.585075378417968750e+00,1.612282752990722656e+00,1.614309668540954590e+00,1.623351931571960449e+00
