0.000000000000000000e+00,3.121531009674072266e-01,3.253791928291320801e-01,3.609943687915802002e-01,3.785876631736755371e-01
0.000000000000000000e+00,3.282917737960815430e-01,4.037366807460784912e-01,4.245083034038543701e-01,4.310535490512847900e-01
0.000000000000000000e+00,2.443259358406066895e-01,4.468917548656463623e-01,4.978128671646118164e-01,5.151376128196716309e-01
0.000000000000000000e+00,4.122674465179443359e-01,4.222173690795898438e-01,4.266912043094635010e-01,4.623238444328308105e-01
0.000000000000000000e+00,3.278636038303375244e-01,3.868612051010131836e-01,4.803297221660614014e-01,4.909228980541229248e-01
0.000000000000000000e+00,3.822252154350280762e-01,3.998568356037139893e-01,4.132752120494842529e-01,4.780156314373016357e-01
0.000000000000000000e+00,5.544175505638122559e-01,6.017091274261474609e-01,6.933789849281311035e-01,7.173440456390380859e-01
0.000000000000000000e+00,4.036695957183837891e-01,5.016071796417236328e-01,5.426577925682067871e-01,5.436918735504150391e-01
0.000000000000000000e+00,3.374481797218322754e-01,3.868612051010131836e-01,5.761165022850036621e-01,6.316018104553222656e-01
0.000000000000000000e+00,9.104763269424438477e-01,9.728167057037353516e-01,9.738646149635314941e-01,1.009532570838928223e+00
0.000000000000000000e+00,3.992771804332733154e-01,4.203903377056121826e-01,4.376547336578369141e-01,4.540919661521911621e-01
0.000000000000000000e+00,4.172223210334777832e-01,4.222173690795898438e-01,4.333022534847259521e-01,4.587580263614654541e-01
0.000000000000000000e+00,3.546368777751922607e-01,6.047270298004150391e-01,6.628861427307128906e-01,6.740692257881164551e-01
0.000000000000000000e+00,4.330094754695892334e-01,4.445769488811492920e-01,5.075520277023315430e-01,5.335685610771179199e-01
0.000000000000000000e+00,7.304790019989013672e-01,8.197514414787292480e-01,8.735526204109191895e-01,9.227930903434753418e-01
0.000000000000000000e+00,3.752688169479370117e-01,5.360551476478576660e-01,6.586334109306335449e-01,7.008511424064636230e-01
0.000000000000000000e+00,3.253791928291320801e-01,4.120981395244598389e-01,4.338772594928741455e-01,4.800032377243041992e-01
0.000000000000000000e+00,1.838284432888031006e-01,2.362712770700454712e-01,2.887429594993591309e-01,4.585001766681671143e-01
0.000000000000000000e+00,4.540919661521911621e-01,4.729661345481872559e-01,4.799963831901550293e-01,5.041072964668273926e-01
0.000000000000000000e+00,3.822252154350280762e-01,4.587867856025695801e-01,4.982622563838958740e-01,5.523348450660705566e-01
0.000000000000000000e+00,2.362712770700454712e-01,2.617651224136352539e-01,4.156769216060638428e-01,4.684285819530487061e-01
0.000000000000000000e+00,2.359190136194229126e-01,2.813254594802856445e-01,3.529771864414215088e-01,3.668987751007080078e-01
0.000000000000000000e+00,2.383559644222259521e-01,4.036695957183837891e-01,4.266911447048187256e-01,4.285047054290771484e-01
0.000000000000000000e+00,3.752688169479370117e-01,7.602440118789672852e-01,8.024747371673583984e-01,8.181004524230957031e-01
0.000000000000000000e+00,3.014501333236694336e-01,3.785876631736755371e-01,5.632966160774230957e-01,5.923629999160766602e-01
0.000000000000000000e+00,3.494763076305389404e-01,3.792903423309326172e-01,6.175680756568908691e-01,6.409725546836853027e-01
0.000000000000000000e+00,5.112827420234680176e-01,5.324789881706237793e-01,5.361600518226623535e-01,5.435279607772827148e-01
0.000000000000000000e+00,2.383559644222259521e-01,2.400016188621520996e-01,2.715162336826324463e-01,2.920063138008117676e-01
0.000000000000000000e+00,3.014501333236694336e-01,3.940316736698150635e-01,4.473230838775634766e-01,4.702329635620117188e-01
0.000000000000000000e+00,4.404222965240478516e-01,4.419650733470916748e-01,4.484343230724334717e-01,4.502618312835693359e-01
0.000000000000000000e+00,5.002219676971435547e-01,5.206986069679260254e-01,5.761165022850036621e-01,6.493633985519409180e-01
0.000000000000000000e+00,1.264152824878692627e-01,3.967473506927490234e-01,4.159274101257324219e-01,4.234003424644470215e-01
0.000000000000000000e+00,3.668987751007080078e-01,3.873627483844757080e-01,5.773193240165710449e-01,6.079373359680175781e-01
0.000000000000000000e+00,4.878864586353302002e-01,5.766028165817260742e-01,5.803062915802001953e-01,6.561015248298645020e-01
0.000000000000000000e+00,4.606180191040039062e-01,5.335607528686523438e-01,5.853906869888305664e-01,7.129150032997131348e-01
0.000000000000000000e+00,3.983069658279418945e-01,4.751124083995819092e-01,5.075520277023315430e-01,5.406517982482910156e-01
0.000000000000000000e+00,2.804882824420928955e-01,3.068180084228515625e-01,3.357819616794586182e-01,4.074619114398956299e-01
0.000000000000000000e+00,3.983069658279418945e-01,4.291424453258514404e-01,4.330094754695892334e-01,5.028421878814697266e-01
0.000000000000000000e+00,4.013592302799224854e-01,4.749020338058471680e-01,5.986575484275817871e-01,6.040271520614624023e-01
0.000000000000000000e+00,2.498202174901962280e-01,3.028002679347991943e-01,3.163576722145080566e-01,3.849383592605590820e-01
0.000000000000000000e+00,4.132331311702728271e-01,4.532358646392822266e-01,4.606180191040039062e-01,4.933215081691741943e-01
0.000000000000000000e+00,2.813254594802856445e-01,3.363327980041503906e-01,3.873627483844757080e-01,5.440162420272827148e-01
0.000000000000000000e+00,1.834074258804321289e-01,2.828851640224456787e-01,3.607211112976074219e-01,3.829161524772644043e-01
0.000000000000000000e+00,4.632744491100311279e-01,6.377679705619812012e-01,6.628861427307128906e-01,6.733377575874328613e-01
0.000000000000000000e+00,1.622979938983917236e-01,2.920063138008117676e-01,3.034586012363433838e-01,3.231967091560363770e-01
0.000000000000000000e+00,2.735550999641418457e-01,3.254761099815368652e-01,4.132331311702728271e-01,4.789683818817138672e-01
0.000000000000000000e+00,1.834074258804321289e-01,3.708148300647735596e-01,3.829161226749420166e-01,4.046702384948730469e-01
