0.000000000000000000e+00,3.121531009674072266e-01,3.253791928291320801e-01,3.609943687915802002e-01,3.785876631736755371e-01,4.007711410522460938e-01,4.473230838775634766e-01,4.851038753986358643e-01,5.138491392135620117e-01,5.435279607772827148e-01,5.714151263236999512e-01,5.736654400825500488e-01,6.195647120475769043e-01,6.297289133071899414e-01,6.329783797264099121e-01
0.000000000000000000e+00,3.282917737960815430e-01,4.037366807460784912e-01,4.245083034038543701e-01,4.310535490512847900e-01,4.587867856025695801e-01,4.687373042106628418e-01,4.729661345481872559e-01,4.780156314373016357e-01,4.794906973838806152e-01,5.469350218772888184e-01,5.497120618820190430e-01,5.873011946678161621e-01,5.978662967681884766e-01,6.700356006622314453e-01
0.000000000000000000e+00,2.443259358406066895e-01,4.468917548656463623e-01,4.978128671646118164e-01,5.151376128196716309e-01,5.345256924629211426e-01,5.541836619377136230e-01,5.715753436088562012e-01,5.781717300415039062e-01,6.380016207695007324e-01,6.404612660408020020e-01,6.404745578765869141e-01,6.862586736679077148e-01,7.274020910263061523e-01,7.408769726753234863e-01
0.000000000000000000e+00,4.122674465179443359e-01,4.222173690795898438e-01,4.266912043094635010e-01,4.623238444328308105e-01,4.793619811534881592e-01,5.013316869735717773e-01,5.435239672660827637e-01,5.552551150321960449e-01,5.792455673217773438e-01,6.618704199790954590e-01,6.697131395339965820e-01,6.933209300041198730e-01,7.436484694480895996e-01,7.466101050376892090e-01
0.000000000000000000e+00,3.278636038303375244e-01,3.868612051010131836e-01,4.803297221660614014e-01,4.909228980541229248e-01,5.049415826797485352e-01,7.579798698425292969e-01,7.830623388290405273e-01,7.973905801773071289e-01,8.068261742591857910e-01,8.280869126319885254e-01,8.522639274597167969e-01,8.750235438346862793e-01,8.791725635528564453e-01,8.815086483955383301e-01
0.000000000000000000e+00,3.822252154350280762e-01,3.998568356037139893e-01,4.132752120494842529e-01,4.780156314373016357e-01,4.851038753986358643e-01,5.140957236289978027e-01,5.179530978202819824e-01,5.267520546913146973e-01,5.324789881706237793e-01,5.338189601898193359e-01,5.404501557350158691e-01,5.410262346267700195e-01,5.524423718452453613e-01,5.932410955429077148e-01
0.000000000000000000e+00,5.544175505638122559e-01,6.017091274261474609e-01,6.933789849281311035e-01,7.173440456390380859e-01,7.230071425437927246e-01,7.444157004356384277e-01,7.572884559631347656e-01,7.885803580284118652e-01,8.162153959274291992e-01,8.169087767601013184e-01,8.337087631225585938e-01,8.645983934402465820e-01,9.129045009613037109e-01,9.209686517715454102e-01
0.000000000000000000e+00,4.036695957183837891e-01,5.016071796417236328e-01,5.426577925682067871e-01,5.436918735504150391e-01,5.470396876335144043e-01,5.770665407180786133e-01,6.175680756568908691e-01,6.227926611900329590e-01,6.331698298454284668e-01,6.340756416320800781e-01,6.497958302497863770e-01,6.618809700012207031e-01,6.767220497131347656e-01,6.786561608314514160e-01
0.000000000000000000e+00,3.374481797218322754e-01,3.868612051010131836e-01,5.761165022850036621e-01,6.316018104553222656e-01,6.436143517494201660e-01,7.149826884269714355e-01,7.731080651283264160e-01,8.063430190086364746e-01,8.444743752479553223e-01,9.274238348007202148e-01,9.417332410812377930e-01,9.613498449325561523e-01,9.651654958724975586e-01,1.046065449714660645e+00
0.000000000000000000e+00,9.104763269424438477e-01,9.728167057037353516e-01,9.738646149635314941e-01,1.009532570838928223e+00,1.161116003990173340e+00,1.207284331321716309e+00,1.209510803222656250e+00,1.232663273811340332e+00,1.243701696395874023e+00,1.247370719909667969e+00,1.270424842834472656e+00,1.282243490219116211e+00,1.400873899459838867e+00,1.407938361167907715e+00
0.000000000000000000e+00,3.992771804332733154e-01,4.203903377056121826e-01,4.376547336578369141e-01,4.540919661521911621e-01,4.635509550571441650e-01,4.728103578090667725e-01,4.888818264007568359e-01,5.069582462310791016e-01,5.179530978202819824e-01,5.433421730995178223e-01,5.588740110397338867e-01,5.594726800918579102e-01,5.816202759742736816e-01,5.827779173851013184e-01
0.000000000000000000e+00,4.172223210334777832e-01,4.222173690795898438e-01,4.333022534847259521e-01,4.587580263614654541e-01,4.991763830184936523e-01,5.271192789077758789e-01,5.813270807266235352e-01,5.847048163414001465e-01,6.299169659614562988e-01,6.380016207695007324e-01,6.656069755554199219e-01,6.819512248039245605e-01,6.829742193222045898e-01,7.142509818077087402e-01
0.000000000000000000e+00,3.546368777751922607e-01,6.047270298004150391e-01,6.628861427307128906e-01,6.740692257881164551e-01,6.805564165115356445e-01,6.816342473030090332e-01,7.508862614631652832e-01,7.762359976768493652e-01,8.607134222984313965e-01,8.624832630157470703e-01,8.645983934402465820e-01,8.735526204109191895e-01,9.391901493072509766e-01,1.011914134025573730e+00
0.000000000000000000e+00,4.330094754695892334e-01,4.445769488811492920e-01,5.075520277023315430e-01,5.335685610771179199e-01,5.909645557403564453e-01,5.989153981208801270e-01,6.289269328117370605e-01,6.490200161933898926e-01,6.759403944015502930e-01,6.850188970565795898e-01,6.920221447944641113e-01,6.980455517768859863e-01,7.252741456031799316e-01,7.369009852409362793e-01
0.000000000000000000e+00,7.304790019989013672e-01,8.197514414787292480e-01,8.735526204109191895e-01,9.227930903434753418e-01,1.021234750747680664e+00,1.215477108955383301e+00,1.255523324012756348e+00,1.273243784904479980e+00,1.314857244491577148e+00,1.316797614097595215e+00,1.321190237998962402e+00,1.326567292213439941e+00,1.330499291419982910e+00,1.338908553123474121e+00
0.000000000000000000e+00,3.752688169479370117e-01,5.360551476478576660e-01,6.586334109306335449e-01,7.008511424064636230e-01,7.095141410827636719e-01,7.251092195510864258e-01,7.334351539611816406e-01,7.548893094062805176e-01,8.097743391990661621e-01,8.573619723320007324e-01,8.715680241584777832e-01,8.769699931144714355e-01,8.822765350341796875e-01,8.966037034988403320e-01
0.000000000000000000e+00,3.253791928291320801e-01,4.120981395244598389e-01,4.338772594928741455e-01,4.800032377243041992e-01,4.878864586353302002e-01,5.112827420234680176e-01,5.140957236289978027e-01,5.360551476478576660e-01,5.790248513221740723e-01,5.900195837020874023e-01,5.969034433364868164e-01,6.272976994514465332e-01,6.471927165985107422e-01,6.729033589363098145e-01
0.000000000000000000e+00,1.838284432888031006e-01,2.362712770700454712e-01,2.887429594993591309e-01,4.585001766681671143e-01,4.781169593334197998e-01,4.808381795883178711e-01,5.159786343574523926e-01,5.207246541976928711e-01,5.259590744972229004e-01,5.435239672660827637e-01,6.010438799858093262e-01,6.035635471343994141e-01,6.124794483184814453e-01,6.412656903266906738e-01
0.000000000000000000e+00,4.540919661521911621e-01,4.729661345481872559e-01,4.799963831901550293e-01,5.041072964668273926e-01,5.077775120735168457e-01,5.138491392135620117e-01,5.338189601898193359e-01,5.361600518226623535e-01,5.379506349563598633e-01,6.043791770935058594e-01,6.063120961189270020e-01,6.198911666870117188e-01,6.275307536125183105e-01,6.287605166435241699e-01
0.000000000000000000e+00,3.822252154350280762e-01,4.587867856025695801e-01,4.982622563838958740e-01,5.523348450660705566e-01,5.760114789009094238e-01,5.895682573318481445e-01,6.198911666870117188e-01,6.317131519317626953e-01,6.397479772567749023e-01,7.110415101051330566e-01,7.228400111198425293e-01,7.250007987022399902e-01,7.292163968086242676e-01,7.550045847892761230e-01
0.000000000000000000e+00,2.362712770700454712e-01,2.617651224136352539e-01,4.156769216060638428e-01,4.684285819530487061e-01,4.975720643997192383e-01,5.188310742378234863e-01,5.753777623176574707e-01,5.902784466743469238e-01,6.174935102462768555e-01,6.310803890228271484e-01,6.372770071029663086e-01,6.634195446968078613e-01,6.649328470230102539e-01,6.933209300041198730e-01
0.000000000000000000e+00,2.359190136194229126e-01,2.813254594802856445e-01,3.529771864414215088e-01,3.668987751007080078e-01,4.007711410522460938e-01,4.702329635620117188e-01,5.200392603874206543e-01,5.404501557350158691e-01,5.414852499961853027e-01,5.632966160774230957e-01,5.790248513221740723e-01,6.011686325073242188e-01,6.187438368797302246e-01,6.313033699989318848e-01
0.000000000000000000e+00,2.383559644222259521e-01,4.036695957183837891e-01,4.266911447048187256e-01,4.285047054290771484e-01,4.523912668228149414e-01,4.591874480247497559e-01,4.642532765865325928e-01,4.943106174468994141e-01,5.124751925468444824e-01,5.435574054718017578e-01,5.584867000579833984e-01,5.781717300415039062e-01,5.982487797737121582e-01,6.313033699989318848e-01
0.000000000000000000e+00,3.752688169479370117e-01,7.602440118789672852e-01,8.024747371673583984e-01,8.181004524230957031e-01,9.807919859886169434e-01,9.825127124786376953e-01,1.006535291671752930e+00,1.010769486427307129e+00,1.030510187149047852e+00,1.038526773452758789e+00,1.053666710853576660e+00,1.055753469467163086e+00,1.057091116905212402e+00,1.061945557594299316e+00
0.000000000000000000e+00,3.014501333236694336e-01,3.785876631736755371e-01,5.632966160774230957e-01,5.923629999160766602e-01,5.940816402435302734e-01,6.195038557052612305e-01,6.216110587120056152e-01,6.796221733093261719e-01,6.810029149055480957e-01,6.864643692970275879e-01,7.187210321426391602e-01,7.221765518188476562e-01,7.458912730216979980e-01,7.537578344345092773e-01
